
# === SESSION ===
key,value
timestamp,2026-07-02T00:49:50.023Z
version,2.7.189
round,12
day,0
globalDay,11
totalRounds,12
simMode,competitive
scenarioPreset,standard
powerGrid,independent
commsGrid,independent
daysPerRound,7

# === CONFIG_CONSTANTS ===
key,value,unit
score_pts_per_kg_ice,1,pts/kg
score_pts_per_asset_pt,15,pts/ap
score_penalty_per_violation,25,pts
score_carry_fraction,0.5,fraction
days_per_round,7,days
px_per_km,2,px/km
km_per_px,0.5,km/px
comsat_relay_radius_km,30.00,km
zone_core_km,1,km
zone_harmonization_km,5,km
zone_coordination_km,10,km
zone_display_scale,3,x
zone_core_render_km,3.00,km
zone_harmonization_render_km,15.00,km
zone_coordination_render_km,30.00,km
zone_tier_mult.core,1,xcore
zone_tier_mult.harmonization,5,xcore
zone_tier_mult.coordination,10,xcore
functional_reach.solar,2.89,km
functional_reach.habitat,14.43,km
functional_reach.pad,7.22,km
functional_reach.rover,1.44,km
functional_reach.reactor,5.78,km

# === INITIAL_CONDITIONS ===
key,value
map_width_px,1212
map_height_px,1212
km_per_px,0.5
px_per_km,2
totalRounds,12
scenarioPreset,standard
claimRadius_actorI_px,92.77777777777777
claimRadius_actorII_px,80
actorI_base_px,"553,703"
actorII_base_px,"1005,170"
actorIII_base_px,
actorI_stakeholder,Concordium
actorII_stakeholder,LRC

# === CRATERS ===
crater_idx,name,cx_px,cy_px,cx_km,cy_km,quality,size_px
ACTOR_II,habitat,2,295.00,310.50,ACTOR_I,rover,0,299.50,319.50,10.06,3.00,15.00,30.00,harmonization
ACTOR_II,habitat,2,295.00,310.50,ACTOR_I,rover,1,337.50,268.00,60.10,3.00,15.00,30.00,outside
ACTOR_II,habitat,2,295.00,310.50,ACTOR_I,rover,2,378.00,290.50,85.38,3.00,15.00,30.00,outside
ACTOR_II,habitat,2,295.00,310.50,ACTOR_I,rover,3,345.50,260.50,71.07,3.00,15.00,30.00,outside
ACTOR_II,habitat,2,295.00,310.50,ACTOR_I,rover,4,309.50,311.50,14.53,3.00,15.00,30.00,harmonization
ACTOR_II,habitat,2,295.00,310.50,ACTOR_I,rover,5,299.00,221.00,89.59,3.00,15.00,30.00,outside
ACTOR_II,habitat,2,295.00,310.50,ACTOR_I,rover,6,271.50,347.50,43.83,3.00,15.00,30.00,outside
ACTOR_II,habitat,2,295.00,310.50,ACTOR_I,rover,7,355.50,326.00,62.45,3.00,15.00,30.00,outside
ACTOR_II,habitat,2,295.00,310.50,ACTOR_I,rover,8,253.00,302.50,42.76,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,solar,0,303.50,319.50,67.86,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,solar,1,365.50,286.50,20.01,3.00,15.00,30.00,coordination
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,solar,2,275.50,308.00,94.52,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,reactor,0,353.00,262.00,47.17,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,reactor,1,299.00,220.50,111.14,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,reactor,2,272.50,348.00,106.16,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,habitat,0,348.00,262.00,49.19,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,habitat,1,302.50,319.50,68.84,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,habitat,2,299.00,221.00,110.75,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,habitat,3,366.50,286.00,20.30,3.00,15.00,30.00,coordination
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,habitat,4,279.50,351.50,101.29,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,habitat,5,269.50,303.50,100.53,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,pad,0,331.00,293.00,41.11,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,comsat,0,361.00,281.50,26.10,3.00,15.00,30.00,coordination
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,comsat,1,266.00,216.00,137.54,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,comsat,2,312.00,344.00,69.34,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,comsat,3,260.50,316.50,110.00,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,rover,0,299.50,319.50,71.78,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,rover,1,337.50,268.00,50.00,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,rover,2,378.00,290.50,17.44,3.00,15.00,30.00,coordination
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,rover,3,345.50,260.50,51.68,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,rover,4,309.50,311.50,60.75,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,rover,5,299.00,221.00,110.75,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,rover,6,271.50,347.50,106.89,3.00,15.00,30.00,outside
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,rover,7,355.50,326.00,24.70,3.00,15.00,30.00,coordination
ACTOR_II,habitat,3,370.00,306.00,ACTOR_I,rover,8,253.00,302.50,117.05,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,solar,0,303.50,319.50,85.51,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,solar,1,365.50,286.50,80.48,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,solar,2,275.50,308.00,79.48,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,reactor,0,353.00,262.00,56.00,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,reactor,1,299.00,220.50,14.58,3.00,15.00,30.00,harmonization
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,reactor,2,272.50,348.00,118.41,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,habitat,0,348.00,262.00,51.73,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,habitat,1,302.50,319.50,85.52,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,habitat,2,299.00,221.00,14.12,3.00,15.00,30.00,harmonization
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,habitat,3,366.50,286.00,80.92,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,habitat,4,279.50,351.50,120.13,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,habitat,5,269.50,303.50,77.82,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,pad,0,331.00,293.00,64.68,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,comsat,0,361.00,281.50,73.81,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,comsat,1,266.00,216.00,42.50,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,comsat,2,312.00,344.00,110.26,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,comsat,3,260.50,316.50,93.50,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,rover,0,299.50,319.50,85.65,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,rover,1,337.50,268.00,47.38,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,rover,2,378.00,290.50,92.71,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,rover,3,345.50,260.50,48.82,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,rover,4,309.50,311.50,77.66,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,rover,5,299.00,221.00,14.12,3.00,15.00,30.00,harmonization
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,rover,6,271.50,347.50,118.20,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,rover,7,355.50,326.00,105.19,3.00,15.00,30.00,outside
ACTOR_II,habitat,4,304.50,234.00,ACTOR_I,rover,8,253.00,302.50,85.70,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,solar,0,303.50,319.50,126.82,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,solar,1,365.50,286.50,68.88,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,solar,2,275.50,308.00,138.09,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,reactor,0,353.00,262.00,51.17,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,reactor,1,299.00,220.50,82.51,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,reactor,2,272.50,348.00,168.50,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,habitat,0,348.00,262.00,54.12,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,habitat,1,302.50,319.50,127.44,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,habitat,2,299.00,221.00,82.51,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,habitat,3,366.50,286.00,68.17,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,habitat,4,279.50,351.50,166.82,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,habitat,5,269.50,303.50,140.00,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,pad,0,331.00,293.00,89.18,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,comsat,0,361.00,281.50,65.30,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,comsat,1,266.00,216.00,115.55,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,comsat,2,312.00,344.00,142.59,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,comsat,3,260.50,316.50,155.08,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,rover,0,299.50,319.50,129.32,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,rover,1,337.50,268.00,65.48,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,rover,2,378.00,290.50,71.09,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,rover,3,345.50,260.50,54.56,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,rover,4,309.50,311.50,116.82,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,rover,5,299.00,221.00,82.51,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,rover,6,271.50,347.50,168.77,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,rover,7,355.50,326.00,109.63,3.00,15.00,30.00,outside
ACTOR_II,habitat,5,381.50,219.50,ACTOR_I,rover,8,253.00,302.50,152.97,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,solar,0,303.50,319.50,115.43,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,solar,1,365.50,286.50,48.67,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,solar,2,275.50,308.00,132.41,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,reactor,0,353.00,262.00,42.62,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,reactor,1,299.00,220.50,96.91,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,reactor,2,272.50,348.00,157.49,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,habitat,0,348.00,262.00,47.29,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,habitat,1,302.50,319.50,116.20,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,habitat,2,299.00,221.00,96.78,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,habitat,3,366.50,286.00,47.71,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,habitat,4,279.50,351.50,154.59,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,habitat,5,269.50,303.50,135.78,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,pad,0,331.00,293.00,77.40,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,comsat,0,361.00,281.50,47.46,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,comsat,1,266.00,216.00,130.01,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,comsat,2,312.00,344.00,126.82,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,comsat,3,260.50,316.50,149.65,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,rover,0,299.50,319.50,118.54,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,rover,1,337.50,268.00,59.24,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,rover,2,378.00,290.50,46.80,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,rover,3,345.50,260.50,49.19,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,rover,4,309.50,311.50,105.73,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,rover,5,299.00,221.00,96.78,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,rover,6,271.50,347.50,157.93,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,rover,7,355.50,326.00,88.14,3.00,15.00,30.00,outside
ACTOR_II,habitat,6,392.50,246.00,ACTOR_I,rover,8,253.00,302.50,150.51,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,solar,0,303.50,319.50,111.00,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,solar,1,365.50,286.50,55.72,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,solar,2,275.50,308.00,122.29,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,reactor,0,353.00,262.00,35.60,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,reactor,1,299.00,220.50,72.27,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,reactor,2,272.50,348.00,152.62,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,habitat,0,348.00,262.00,38.30,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,habitat,1,302.50,319.50,111.61,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,habitat,2,299.00,221.00,72.20,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,habitat,3,366.50,286.00,55.15,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,habitat,4,279.50,351.50,151.00,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,habitat,5,269.50,303.50,124.33,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,pad,0,331.00,293.00,73.51,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,comsat,0,361.00,281.50,51.39,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,comsat,1,266.00,216.00,105.57,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,comsat,2,312.00,344.00,127.24,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,comsat,3,260.50,316.50,139.32,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,rover,0,299.50,319.50,113.46,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,rover,1,337.50,268.00,49.58,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,rover,2,378.00,290.50,59.97,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,rover,3,345.50,260.50,38.67,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,rover,4,309.50,311.50,101.00,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,rover,5,299.00,221.00,72.20,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,rover,6,271.50,347.50,152.88,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,rover,7,355.50,326.00,96.18,3.00,15.00,30.00,outside
ACTOR_II,habitat,7,370.50,231.00,ACTOR_I,rover,8,253.00,302.50,137.54,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,solar,0,303.50,319.50,69.95,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,solar,1,365.50,286.50,62.02,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,solar,2,275.50,308.00,69.76,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,reactor,0,353.00,262.00,39.70,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,reactor,1,299.00,220.50,34.00,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,reactor,2,272.50,348.00,106.36,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,habitat,0,348.00,262.00,34.95,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,habitat,1,302.50,319.50,70.12,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,habitat,2,299.00,221.00,33.56,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,habitat,3,366.50,286.00,62.55,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,habitat,4,279.50,351.50,107.06,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,habitat,5,269.50,303.50,69.85,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,pad,0,331.00,293.00,45.41,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,comsat,0,361.00,281.50,55.47,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,comsat,1,266.00,216.00,59.93,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,comsat,2,312.00,344.00,93.55,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,comsat,3,260.50,316.50,85.59,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,rover,0,299.50,319.50,70.72,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,rover,1,337.50,268.00,28.50,3.00,15.00,30.00,coordination
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,rover,2,378.00,290.50,74.63,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,rover,3,345.50,260.50,32.10,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,rover,4,309.50,311.50,61.25,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,rover,5,299.00,221.00,33.56,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,rover,6,271.50,347.50,106.31,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,rover,7,355.50,326.00,85.68,3.00,15.00,30.00,outside
ACTOR_II,pad,0,315.00,250.50,ACTOR_I,rover,8,253.00,302.50,80.92,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,solar,0,303.50,319.50,78.85,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,solar,1,365.50,286.50,59.41,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,solar,2,275.50,308.00,81.00,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,reactor,0,353.00,262.00,33.98,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,reactor,1,299.00,220.50,34.34,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,reactor,2,272.50,348.00,116.72,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,habitat,0,348.00,262.00,29.91,3.00,15.00,30.00,coordination
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,habitat,1,302.50,319.50,79.12,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,habitat,2,299.00,221.00,34.01,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,habitat,3,366.50,286.00,59.75,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,habitat,4,279.50,351.50,117.00,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,habitat,5,269.50,303.50,81.39,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,pad,0,331.00,293.00,49.92,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,comsat,0,361.00,281.50,52.69,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,comsat,1,266.00,216.00,64.64,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,comsat,2,312.00,344.00,101.27,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,comsat,3,260.50,316.50,97.08,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,rover,0,299.50,319.50,80.01,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,rover,1,337.50,268.00,27.74,3.00,15.00,30.00,coordination
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,rover,2,378.00,290.50,71.21,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,rover,3,345.50,260.50,27.02,3.00,15.00,30.00,coordination
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,rover,4,309.50,311.50,69.63,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,rover,5,299.00,221.00,34.01,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,rover,6,271.50,347.50,116.73,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,rover,7,355.50,326.00,88.13,3.00,15.00,30.00,outside
ACTOR_II,pad,1,324.50,243.50,ACTOR_I,rover,8,253.00,302.50,92.70,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,solar,0,303.50,319.50,231.84,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,solar,1,365.50,286.50,169.49,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,solar,2,275.50,308.00,242.20,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,reactor,0,353.00,262.00,156.03,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,reactor,1,299.00,220.50,170.71,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,reactor,2,272.50,348.00,273.56,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,habitat,0,348.00,262.00,159.15,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,habitat,1,302.50,319.50,232.47,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,habitat,2,299.00,221.00,170.95,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,habitat,3,366.50,286.00,168.57,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,habitat,4,279.50,351.50,271.82,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,habitat,5,269.50,303.50,243.48,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,pad,0,331.00,293.00,194.01,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,comsat,0,361.00,281.50,167.48,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,comsat,1,266.00,216.00,198.54,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,comsat,2,312.00,344.00,246.56,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,comsat,3,260.50,316.50,258.92,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,rover,0,299.50,319.50,234.37,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,rover,1,337.50,268.00,170.51,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,rover,2,378.00,290.50,167.31,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,rover,3,345.50,260.50,159.61,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,rover,4,309.50,311.50,221.85,3.00,15.00,30.00,outside
