
# === SESSION ===
key,value
timestamp,2026-07-02T00:49:50.023Z
version,2.7.189
round,12
day,0
globalDay,11
totalRounds,12
simMode,competitive
scenarioPreset,standard
powerGrid,independent
commsGrid,independent
daysPerRound,7

# === CONFIG_CONSTANTS ===
key,value,unit
score_pts_per_kg_ice,1,pts/kg
score_pts_per_asset_pt,15,pts/ap
score_penalty_per_violation,25,pts
score_carry_fraction,0.5,fraction
days_per_round,7,days
px_per_km,2,px/km
km_per_px,0.5,km/px
comsat_relay_radius_km,30.00,km
zone_core_km,1,km
zone_harmonization_km,5,km
zone_coordination_km,10,km
zone_display_scale,3,x
zone_core_render_km,3.00,km
zone_harmonization_render_km,15.00,km
zone_coordination_render_km,30.00,km
zone_tier_mult.core,1,xcore
zone_tier_mult.harmonization,5,xcore
zone_tier_mult.coordination,10,xcore
functional_reach.solar,2.89,km
functional_reach.habitat,14.43,km
functional_reach.pad,7.22,km
functional_reach.rover,1.44,km
functional_reach.reactor,5.78,km

# === INITIAL_CONDITIONS ===
key,value
map_width_px,1212
map_height_px,1212
km_per_px,0.5
px_per_km,2
totalRounds,12
scenarioPreset,standard
claimRadius_actorI_px,92.77777777777777
claimRadius_actorII_px,80
actorI_base_px,"553,703"
actorII_base_px,"1005,170"
actorIII_base_px,
actorI_stakeholder,Concordium
actorII_stakeholder,LRC

# === CRATERS ===
crater_idx,name,cx_px,cy_px,cx_km,cy_km,quality,size_px
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,6,310.50,243.00,82.54,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,7,309.00,238.00,86.70,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,8,302.00,300.50,76.66,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,9,381.00,300.00,9.96,3.00,15.00,30.00,harmonization
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,10,311.50,227.50,91.60,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,11,296.00,235.50,98.74,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,12,310.50,225.50,93.71,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,13,298.50,234.00,97.53,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,14,385.50,230.50,60.47,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,15,370.50,215.50,75.37,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,16,339.00,225.00,76.23,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,17,358.00,211.00,81.98,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,18,339.50,212.50,86.98,3.00,15.00,30.00,outside
ACTOR_I,rover,2,378.00,290.50,ACTOR_II,rover,19,387.00,292.50,9.22,3.00,15.00,30.00,harmonization
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,solar,0,318.00,255.00,28.04,3.00,15.00,30.00,coordination
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,solar,1,370.50,307.00,52.79,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,solar,2,295.00,311.50,71.77,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,solar,3,380.50,220.50,53.15,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,solar,4,392.00,246.00,48.71,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,reactor,0,336.50,251.50,12.73,3.00,15.00,30.00,harmonization
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,reactor,1,304.50,234.50,48.55,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,habitat,0,339.50,251.50,10.82,3.00,15.00,30.00,harmonization
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,habitat,1,317.50,256.00,28.36,3.00,15.00,30.00,coordination
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,habitat,2,295.00,310.50,71.07,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,habitat,3,370.00,306.00,51.68,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,habitat,4,304.50,234.00,48.82,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,habitat,5,381.50,219.50,54.56,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,habitat,6,392.50,246.00,49.19,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,habitat,7,370.50,231.00,38.67,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,pad,0,315.00,250.50,32.10,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,pad,1,324.50,243.50,27.02,3.00,15.00,30.00,coordination
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,comsat,0,312.00,242.50,38.03,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,comsat,1,350.50,254.00,8.20,3.00,15.00,30.00,harmonization
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,comsat,2,400.00,302.50,68.81,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,comsat,3,385.50,230.50,50.00,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,comsat,4,348.50,214.00,46.60,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,0,449.00,139.00,159.61,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,1,315.00,242.50,35.42,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,2,340.00,261.00,5.52,3.00,15.00,30.00,harmonization
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,3,346.00,256.50,4.03,3.00,15.00,30.00,harmonization
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,4,346.00,250.00,10.51,3.00,15.00,30.00,harmonization
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,5,309.50,241.50,40.71,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,6,310.50,243.00,39.13,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,7,309.00,238.00,42.88,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,8,302.00,300.50,59.10,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,9,381.00,300.00,53.11,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,10,311.50,227.50,47.38,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,11,296.00,235.50,55.45,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,12,310.50,225.50,49.50,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,13,298.50,234.00,53.96,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,14,385.50,230.50,50.00,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,15,370.50,215.50,51.48,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,16,339.00,225.00,36.09,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,17,358.00,211.00,51.05,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,18,339.50,212.50,48.37,3.00,15.00,30.00,outside
ACTOR_I,rover,3,345.50,260.50,ACTOR_II,rover,19,387.00,292.50,52.40,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,solar,0,318.00,255.00,57.14,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,solar,1,370.50,307.00,61.17,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,solar,2,295.00,311.50,14.50,3.00,15.00,30.00,harmonization
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,solar,3,380.50,220.50,115.42,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,solar,4,392.00,246.00,105.34,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,reactor,0,336.50,251.50,65.80,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,reactor,1,304.50,234.50,77.16,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,habitat,0,339.50,251.50,67.08,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,habitat,1,317.50,256.00,56.07,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,habitat,2,295.00,310.50,14.53,3.00,15.00,30.00,harmonization
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,habitat,3,370.00,306.00,60.75,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,habitat,4,304.50,234.00,77.66,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,habitat,5,381.50,219.50,116.82,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,habitat,6,392.50,246.00,105.73,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,habitat,7,370.50,231.00,101.00,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,pad,0,315.00,250.50,61.25,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,pad,1,324.50,243.50,69.63,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,comsat,0,312.00,242.50,69.05,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,comsat,1,350.50,254.00,70.62,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,comsat,2,400.00,302.50,90.95,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,comsat,3,385.50,230.50,111.07,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,comsat,4,348.50,214.00,105.01,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,0,449.00,139.00,221.85,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,1,315.00,242.50,69.22,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,2,340.00,261.00,59.00,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,3,346.00,256.50,66.01,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,4,346.00,250.00,71.52,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,5,309.50,241.50,70.00,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,6,310.50,243.00,68.51,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,7,309.00,238.00,73.50,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,8,302.00,300.50,13.31,3.00,15.00,30.00,harmonization
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,9,381.00,300.00,72.42,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,10,311.50,227.50,84.02,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,11,296.00,235.50,77.19,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,12,310.50,225.50,86.01,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,13,298.50,234.00,78.28,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,14,385.50,230.50,111.07,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,15,370.50,215.50,113.74,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,16,339.00,225.00,91.39,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,17,358.00,211.00,111.59,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,18,339.50,212.50,103.45,3.00,15.00,30.00,outside
ACTOR_I,rover,4,309.50,311.50,ACTOR_II,rover,19,387.00,292.50,79.80,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,solar,0,318.00,255.00,38.95,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,solar,1,370.50,307.00,111.84,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,solar,2,295.00,311.50,90.59,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,solar,3,380.50,220.50,81.50,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,solar,4,392.00,246.00,96.30,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,reactor,0,336.50,251.50,48.34,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,reactor,1,304.50,234.50,14.58,3.00,15.00,30.00,harmonization
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,habitat,0,339.50,251.50,50.70,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,habitat,1,317.50,256.00,39.59,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,habitat,2,295.00,310.50,89.59,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,habitat,3,370.00,306.00,110.75,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,habitat,4,304.50,234.00,14.12,3.00,15.00,30.00,harmonization
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,habitat,5,381.50,219.50,82.51,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,habitat,6,392.50,246.00,96.78,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,habitat,7,370.50,231.00,72.20,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,pad,0,315.00,250.50,33.56,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,pad,1,324.50,243.50,34.01,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,comsat,0,312.00,242.50,25.12,3.00,15.00,30.00,coordination
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,comsat,1,350.50,254.00,61.17,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,comsat,2,400.00,302.50,129.78,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,comsat,3,385.50,230.50,87.02,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,comsat,4,348.50,214.00,49.99,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,0,449.00,139.00,170.95,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,1,315.00,242.50,26.80,3.00,15.00,30.00,coordination
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,2,340.00,261.00,57.28,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,3,346.00,256.50,58.90,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,4,346.00,250.00,55.23,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,5,309.50,241.50,23.03,3.00,15.00,30.00,coordination
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,6,310.50,243.00,24.82,3.00,15.00,30.00,coordination
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,7,309.00,238.00,19.72,3.00,15.00,30.00,coordination
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,8,302.00,300.50,79.56,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,9,381.00,300.00,113.86,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,10,311.50,227.50,14.09,3.00,15.00,30.00,harmonization
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,11,296.00,235.50,14.81,3.00,15.00,30.00,harmonization
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,12,310.50,225.50,12.35,3.00,15.00,30.00,harmonization
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,13,298.50,234.00,13.01,3.00,15.00,30.00,harmonization
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,14,385.50,230.50,87.02,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,15,370.50,215.50,71.71,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,16,339.00,225.00,40.20,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,17,358.00,211.00,59.84,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,18,339.50,212.50,41.38,3.00,15.00,30.00,outside
ACTOR_I,rover,5,299.00,221.00,ACTOR_II,rover,19,387.00,292.50,113.39,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,solar,0,318.00,255.00,103.53,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,solar,1,370.50,307.00,106.96,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,solar,2,295.00,311.50,42.99,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,solar,3,380.50,220.50,167.36,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,solar,4,392.00,246.00,157.55,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,reactor,0,336.50,251.50,115.94,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,reactor,1,304.50,234.50,117.72,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,habitat,0,339.50,251.50,117.64,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,habitat,1,317.50,256.00,102.41,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,habitat,2,295.00,310.50,43.83,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,habitat,3,370.00,306.00,106.89,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,habitat,4,304.50,234.00,118.20,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,habitat,5,381.50,219.50,168.77,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,habitat,6,392.50,246.00,157.93,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,habitat,7,370.50,231.00,152.88,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,pad,0,315.00,250.50,106.31,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,pad,1,324.50,243.50,116.73,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,comsat,0,312.00,242.50,112.54,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,comsat,1,350.50,254.00,122.41,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,comsat,2,400.00,302.50,136.15,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,comsat,3,385.50,230.50,163.36,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,comsat,4,348.50,214.00,154.11,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,0,449.00,139.00,273.82,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,1,315.00,242.50,113.65,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,2,340.00,261.00,110.34,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,3,346.00,256.50,117.61,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,4,346.00,250.00,122.70,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,5,309.50,241.50,112.61,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,6,310.50,243.00,111.54,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,7,309.00,238.00,115.74,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,8,302.00,300.50,56.03,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,9,381.00,300.00,119.36,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,10,311.50,227.50,126.49,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,11,296.00,235.50,114.65,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,12,310.50,225.50,128.08,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,13,298.50,234.00,116.67,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,14,385.50,230.50,163.36,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,15,370.50,215.50,165.00,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,16,339.00,225.00,139.87,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,17,358.00,211.00,161.60,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,18,339.50,212.50,151.16,3.00,15.00,30.00,outside
ACTOR_I,rover,6,271.50,347.50,ACTOR_II,rover,19,387.00,292.50,127.93,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,solar,0,318.00,255.00,80.29,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,solar,1,370.50,307.00,24.21,3.00,15.00,30.00,coordination
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,solar,2,295.00,311.50,62.21,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,solar,3,380.50,220.50,108.42,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,solar,4,392.00,246.00,87.93,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,reactor,0,336.50,251.50,76.88,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,reactor,1,304.50,234.50,104.75,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,habitat,0,339.50,251.50,76.20,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,habitat,1,317.50,256.00,79.65,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,habitat,2,295.00,310.50,62.45,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,habitat,3,370.00,306.00,24.70,3.00,15.00,30.00,coordination
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,habitat,4,304.50,234.00,105.19,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,habitat,5,381.50,219.50,109.63,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,habitat,6,392.50,246.00,88.14,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,habitat,7,370.50,231.00,96.18,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,pad,0,315.00,250.50,85.68,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,pad,1,324.50,243.50,88.13,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,comsat,0,312.00,242.50,94.15,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,comsat,1,350.50,254.00,72.17,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,comsat,2,400.00,302.50,50.32,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,comsat,3,385.50,230.50,100.10,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,comsat,4,348.50,214.00,112.22,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,0,449.00,139.00,209.07,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,1,315.00,242.50,92.80,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,2,340.00,261.00,66.82,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,3,346.00,256.50,70.15,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,4,346.00,250.00,76.59,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,5,309.50,241.50,96.21,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,6,310.50,243.00,94.41,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,7,309.00,238.00,99.53,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,8,302.00,300.50,59.27,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,9,381.00,300.00,36.42,3.00,15.00,30.00,outside
ACTOR_I,rover,7,355.50,326.00,ACTOR_II,rover,10,311.50,227.50,107.88,3.00,15.00,30.00,outside
